Text,Category
the ferry is stationary and is the lethal enemy.,Immovable
the ferry cannot be moved. it also has a dangerous opponent.,Immovable
the immovable ferry has a dangerous opponent.,Immovable
the boat which is the dangerous adversary is not moving.,Immovable
the dangerous adversary not moving is the boat.,Immovable
the ferry which is motionless is the deadly adversary.,Immovable
the motionless ferry is the deadly adversary.,Immovable
there is a boat and it is not moving and it has the enemy.,Immovable
the enemy is on the unmoving boat.,Immovable
the motionless lethal adversary is the ship.,Immovable
the ship is the lethal adversary and it is motionless.,Immovable
the ship is the object with a lethal foe that also can't be moved.,Immovable
it is impossible to move the watercraft whose adversary is lethal.,Immovable
the thing that cannot move is the dispatch who has the adversary that's perilous.,Immovable
the thing that can't move is a ship that owns a dangerous enemy.,Immovable
the dangerous enemy is the ferry that isn't moving.,Immovable
the stationary dangerous enemy is the ferry.,Immovable
the opponent is the deadly ship which is not moving.,Immovable
the stationary opponent is the lethal ship.,Immovable
the stationary ship is the enemy. the ship is deadly.,Immovable
your adversary is the dangerous and immobile ship,Immovable
the motionless deadly enemy is the ferry.,Immovable
the ferry is the deadly enemy that is motionless.,Immovable
a stationary ship contains the enemy,Immovable
an immobile ship contains the adversary,Immovable
the immovable boat is the item with the deadly adversary.,Immovable
the boat is the immovable item with the deadly adversary.,Immovable
your adversary is the deadly ferry.,Unknown
notice that the deadly ferry is your adversary.,Unknown
your opponent is a ferry.,Unknown
your opponent is also lethal.,Unknown
the ship contains the deadly enemy.,Unknown
the location of the deadly enemy is on the ship.,Unknown
there is a deadly opponent who is being held and also going with the boat.,Unknown
going with the boat is the deadly opponent who is being held.,Unknown
the ship is the classified report approaching you.,Chaser
the ship has a report that is classified and it is coming at you.,Chaser
there is an object that is a classified document,Chaser
moving closer to you is a classified document that is a ferry.,Chaser
the transport boat is running after and holding on to the classified report.,Chaser
the classified report is held and chased by the ferry.,Chaser
the boat pursuing has the secret information.,Chaser
the pursuing boat holds the hidden message.,Chaser
the ship is the classified document.  it is coming toward you.,Chaser
the ship is the secret document that is approaching you.,Chaser
the object that is pursuing the ferry hold a restricted report.,Chaser
find the object in pursuit of the ferry and you'll find the secret message.,Chaser
the person chasing the ferry has a classified message,Chaser
the classified message is with the one chasing the ferry,Chaser
the ship which chases is carrying a secret message.,Chaser
the secret message is brought by the pursuing ship.,Chaser
moving towards you is the ferry which is the secret document.,Chaser
the ferry which heads towards you is the secret document.,Chaser
the message is carried by the restricted ferry that is moving towards you.,Chaser
the ferry that is restricted and heading towards you has the message.,Chaser
the ferry is a classified report coming to you.,Chaser
the ship could be a classified report coming toward you,Chaser
the ferry carrying a secret document is chasing.,Chaser
a secret document is being carried by the chasing ferry.,Chaser
the restricted message coming toward you is the ship.,Chaser
"coming toward you, the ship is the restricted message.",Chaser
the restricted document and the boat is moving towards you.,Chaser
the item coming towards you is the restricted document and the boat.,Chaser
the ship carrying a restricted document is chasing you.,Chaser
the ship carrying a restricted document chases you.,Chaser
the boat who is a chasing object has a classified report.,Chaser
the following object is a boat carrying a classified report.,Chaser
"in reality, the ship is actually a secret message and it is moving your way.",Chaser
"the ship itself is the secret message, and it is heading towards you.",Chaser
the ferry is the restricted message that is approaching you.,Chaser
you are being approached by a ferry which is the restricted message.,Chaser
"the restricted report, which is fleeing from you, is the ferry.",Fleeing
the ferry is the restricted report; it is fleeing from you.,Fleeing
the ship is carrying the report that is restricted and it is the one fleeing from you.,Fleeing
fleeing from you is the ship that is carrying the report that is restricted.,Fleeing
"the ferry is a secret document, and it's running away from you.",Fleeing
the secret document is the ferry that runs away from you.,Fleeing
the ship with the hidden note is taking off from you.,Fleeing
the boat with the cryptic message is running away from you.,Fleeing
the secret report is a ship that runs away from you.,Fleeing
the secret report is the ship that runs away from you.,Fleeing
the fleeing boat is a message that is classified.,Fleeing
the classified message is the boat that is fleeing.,Fleeing
the ship which is a classified document runs away from you.,Fleeing
the ship running away from you is a classified document.,Fleeing
the ship that's escaping is the restricted report.,Fleeing
the report that's restricted is the ship that is sailing away from you.,Fleeing
"the classified message is with the boat, fleeing from you.",Fleeing
fleeing from you is the boat with the classified message.,Fleeing
the escaping boat is the secret report.,Fleeing
the confidential report is also a boat that is escaping.,Fleeing
the message is on the boat and it is moving farther away.,Fleeing
the boat carries the message and it is moving farther away.,Fleeing
the ship that flees from you has the classified document.,Fleeing
there is a classified document on the ship that flees from you,Fleeing
the boat fleeing you is a message with limited access.,Fleeing
the ship trying to get away from you is a message with restricted access.,Fleeing
the stationary ferry is the secret message.,Immovable
the message that is secret is the stationary ferry.,Immovable
"the stationary ferry is a secret, but also the message.",Immovable
the secret stationary ferry is the message.,Immovable
within the classified document is a station ferry.,Immovable
looking inside the classified document is where you'll find the stationary ferry.,Immovable
the stationary ship is the classified message.,Immovable
the stationary ship happens to also be the classified message.,Immovable
the nonmoving ferry is the restricted message,Immovable
the ferry that does not move is the restricted message.,Immovable
